,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START
136982,0,1,180000,119448,9567,94500,0.022625,-11066,-3565,-240,-3607,0,2,8
136983,0,2,157500,473760,44424,450000,0.035792,-11196,-1519,-5219,-3865,0,2,12
136985,0,0,225000,1417500,52659,1417500,0.005084,-19832,365243,-4855,-3384,0,2,10
136986,0,0,112500,1077061.5,34744.5,940500,0.019689,-11707,-2299,-5587,-3802,0,2,12
136987,1,0,180000,545040,25537.5,450000,0.010032,-23029,365243,-4378,-3902,0,2,9
136997,0,0,81000,549882,17869.5,459000,0.035792,-22267,365243,-7961,-4006,0,2,16
136998,1,0,180000,675000,18099,675000,0.019689,-20890,365243,-6123,-4325,0,2,11
137000,0,0,112500,180000,17932.5,180000,0.007305,-15159,-1194,-1508,-4926,1,3,12
137001,0,0,225000,1125000,47794.5,1125000,0.028663,-12941,-1921,-9022,-509,0,2,16
137002,0,0,112500,263686.5,27819,238500,0.006629,-16218,-986,-212,-4318,0,2,11
137003,0,0,225000,270000,13500,270000,0.01452,-11938,-695,-5827,-4447,0,2,10
137004,0,2,202500,825588,43704,765000,0.006629,-15734,-1394,-3786,-3894,0,2,5
137038,1,0,126000,808650,31333.5,675000,0.007305,-14211,-3789,-1812,-4762,1,3,17
137039,0,0,38700,135000,6750,135000,0.020713,-22550,365243,-4772,-4776,0,3,7
137040,0,0,270000,1082214,31770,945000,0.035792,-18347,-1123,-2358,-1878,0,2,12
137041,0,0,90000,277969.5,17136,229500,0.025164,-21096,-5451,-9069,-4575,1,2,11
137042,0,2,180000,497520,33376.5,450000,0.019101,-17449,-595,-399,-217,0,2,15
137043,1,0,63000,227520,8302.5,180000,0.010966,-22434,365243,-1806,-4119,0,2,10
137044,0,0,157500,552555,29439,477000,0.020246,-22959,365243,-3546,-4722,0,3,6
137046,0,0,450000,450000,21109.5,450000,0.01452,-8424,-467,-8287,-1082,0,2,13
137073,0,1,270000,675000,33750,675000,0.010966,-10854,-2412,-8964,-2908,0,2,18
137074,0,0,112500,585000,29250,585000,0.02461,-22094,-13384,-11096,-3994,0,2,10
137075,1,2,135000,1078200,38200.5,900000,0.072508,-11570,-2358,-972,-1302,1,1,18
137076,0,0,67500,47970,4873.5,45000,0.035792,-16586,-2906,-10671,-131,0,2,15
137077,1,1,270000,797557.5,31167,688500,0.04622,-16878,-398,-5784,-430,0,1,12
137078,0,2,180000,781920,31522.5,675000,0.00496,-15900,-1853,-4860,-3031,0,2,13
137079,0,2,85500,180000,18900,180000,0.006671,-11974,-336,-3609,-3834,1,2,14
137080,0,0,202500,247500,12375,247500,0.003813,-23275,365243,-13686,-5098,0,2,12
137081,0,1,270000,1312110,55723.5,1125000,0.003069,-16710,-434,-2682,-252,0,3,16
137082,0,0,180000,341280,24961.5,270000,0.020246,-18141,-1194,-1772,-1680,0,3,8
137083,0,2,67500,119925,12721.5,112500,0.009549,-13021,-2138,-5758,-4266,0,2,10
137084,0,1,157500,545040,35617.5,450000,0.022625,-16646,-3585,-4395,-186,0,2,17
137085,1,0,67500,639000,24759,639000,0.008625,-9203,-1077,-2513,-1172,0,2,14
137086,1,0,945000,2156400,59431.5,1800000,0.001276,-14317,-1528,-8332,-2730,0,2,5
137087,0,1,175500,269550,24853.5,225000,0.004849,-10349,-849,-9947,-1493,0,2,15
137088,0,2,135000,1024290,29947.5,855000,0.025164,-11662,-4309,-5931,-3624,0,2,7
137089,0,0,292500,1080000,45886.5,1080000,0.01885,-11503,-4654,-5274,-2464,1,2,11
137090,0,0,270000,282690,13729.5,202500,0.04622,-17003,-701,-9765,-542,0,1,16
137091,0,1,360000,380371.5,45270,342000,0.035792,-10827,-3307,-3571,-3520,0,2,16
137092,1,1,225000,101880,10971,90000,0.018029,-16836,-526,-2861,-378,0,3,10
137093,0,0,112500,1236816,36292.5,1080000,0.020713,-19595,365243,-6460,-3121,0,3,6
137094,0,0,135000,414792,21307.5,315000,0.011657,-17262,-3905,-3587,-805,0,1,15
137108,1,0,180000,942300,36643.5,675000,0.00496,-17439,-1076,-9966,-974,0,2,13
137109,0,0,90000,664947,24012,549000,0.010556,-19983,-235,-10216,-3545,0,3,12
137110,0,1,202500,720000,36000,720000,0.010032,-12188,-1240,-2507,-3911,0,2,12
137118,0,0,54000,355536,18283.5,270000,0.020246,-10317,-2519,-4353,-2298,0,3,6
137120,1,0,90000,288000,13554,288000,0.018634,-20517,365243,-9821,-3990,0,2,10
137121,0,0,225000,1174500,34470,1174500,0.011657,-20190,-1621,-9827,-3665,0,1,12
137122,1,0,117000,450000,25258.5,450000,0.010556,-18365,-138,-4764,-1899,1,3,12
137123,0,0,270000,700830,27283.5,585000,0.002506,-11696,-2217,-180,-4108,0,2,9
137124,0,0,135000,225000,25447.5,225000,0.011657,-11739,-1830,-5435,-3529,0,1,12
137125,0,1,81000,450000,23107.5,450000,0.030755,-10405,-1738,-2351,-2352,1,2,11
137126,1,1,270000,753840,27823.5,540000,0.019101,-11933,-793,-2238,-3996,0,2,15
137127,0,0,234000,474048,24331.5,360000,0.032561,-22368,-3169,-7733,-4688,0,1,11
137139,1,0,157500,668304,34254,540000,0.008575,-10020,-937,-1422,-1742,1,2,12
137140,0,0,193500,573628.5,24435,463500,0.010147,-14770,-1365,-1053,-5245,0,2,10
137141,0,1,171000,640080,29970,450000,0.019689,-11844,-2149,-2613,-4458,0,2,13
137143,0,0,49500,71955,7137,67500,0.010556,-24125,365243,-1559,-4200,0,3,11
137144,0,0,135000,533668.5,22738.5,477000,0.00733,-15872,-3569,-5463,-4246,0,2,10
137145,0,0,202500,373311,16443,283500,0.010556,-15864,-1532,-2645,-2645,0,3,11
137146,0,1,180000,509400,37197,450000,0.003818,-10226,-1108,-4822,-2197,0,2,5
137147,1,0,135000,180000,17932.5,180000,0.015221,-17721,-775,-6875,-1269,0,2,8
137148,0,0,292500,225000,24232.5,225000,0.0228,-10101,-142,-113,-2345,1,2,18
137164,1,1,135000,755190,36459,675000,0.030755,-15084,-857,-1429,-4685,1,2,10
137165,0,1,112500,450000,29430,450000,0.026392,-10447,-254,-4146,-2582,0,2,15
137168,0,2,72000,380533.5,16762.5,328500,0.010556,-13806,-820,-6136,-3965,1,3,12
137176,1,1,193500,398160,25573.5,315000,0.005313,-16696,-7124,-9359,-227,1,2,17
137177,0,0,141750,755190,33264,675000,0.031329,-23077,365243,-9446,-4959,0,2,14
137178,0,1,225000,1078200,31653,900000,0.02461,-13250,-4446,-2595,-4877,0,2,9
137179,1,0,135000,601677,29394,423000,0.035792,-17502,-1770,-9969,-1031,0,2,13
137190,1,0,99000,229500,16627.5,229500,0.031329,-14363,-2258,-8464,-4029,1,2,12
137191,0,0,202500,291384,33084,270000,0.01885,-15573,-2063,-3718,-5064,0,2,15
137195,0,0,112500,98910,7897.5,90000,0.026392,-14384,-1797,-2293,-4466,1,2,13
137206,0,0,157500,622413,31909.5,495000,0.018029,-11400,-561,-5044,-2741,1,3,7
137207,1,0,270000,657886.5,49320,621000,0.030755,-17467,-1311,-1459,-852,0,2,16
137208,0,0,117000,728847,24084,553500,0.018029,-21323,365243,-9924,-3952,0,3,7
137221,0,1,405000,2250000,225000,2250000,0.019689,-11285,-2508,-1106,-1057,0,2,10
137224,1,0,112500,417649.5,33484.5,387000,0.006852,-9519,-952,-3366,-2190,0,3,7
137225,0,0,157500,431280,23526,360000,0.025164,-14366,-5924,-6563,-4877,1,2,11
137226,0,1,112500,373135.5,16564.5,301500,0.030755,-16482,-978,-4934,-25,0,2,17
137227,0,0,180000,450000,22500,450000,0.072508,-23722,365243,-3424,-3956,0,1,11
137228,0,0,135000,305640,32913,270000,0.0105,-19690,-4366,-7264,-2997,0,3,15
137229,0,0,135000,846387,24876,706500,0.005144,-22113,365243,-5630,-4172,0,2,11
137230,1,1,90000,808650,26217,675000,0.018801,-10288,-2414,-5087,-2967,1,2,9
137231,0,0,175500,452385,17181,373500,0.007305,-19158,365243,-5747,-2699,0,3,8
137238,1,0,58500,976500,27819,976500,0.020246,-16311,365243,-6622,-4269,0,3,11
137252,0,0,90000,225000,12204,225000,0.019101,-11966,-4794,-1570,-1301,0,2,11
137253,1,0,270000,545040,36553.5,450000,0.018634,-17991,-1869,-8385,-1053,1,2,13
137255,0,0,211500,900000,38263.5,900000,0.026392,-17915,-143,-6819,-1351,0,2,16
137256,0,0,135000,152820,18135,135000,0.010966,-12982,-4096,-6879,-4247,0,2,13
137257,1,0,202500,261648,12325.5,207000,0.016612,-9165,-1157,-8367,-1837,0,2,13
137282,1,1,211500,354276,17361,292500,0.030755,-12272,-823,-6349,-379,0,2,9
137283,0,1,180000,225000,11250,225000,0.020246,-15172,-289,-7861,-4507,0,3,8
137296,1,0,189000,550980,40221,450000,0.018801,-10075,-1002,-6705,-2746,0,2,17
137297,0,1,207000,1716799.5,47340,1534500,0.009175,-15982,-7206,-3328,-4413,0,2,11
137331,0,0,234000,808650,23305.5,675000,0.010147,-20381,365243,-7303,-2515,0,2,9
137332,1,0,180000,254700,27558,225000,0.030755,-12510,-353,-6590,-4461,1,2,9
137333,0,1,90000,508500,16402.5,508500,0.006305,-10115,-877,-33,-2755,0,3,4
137363,0,2,112500,274941,23728.5,229500,0.035792,-11089,-3455,-5528,-3456,0,2,16
137365,1,0,135000,808650,29839.5,675000,0.019101,-22985,365243,-11310,-4441,0,2,15
137366,0,0,135000,497520,59175,450000,0.035792,-13717,-3728,-6617,-4119,0,2,10
137367,0,0,112500,298512,19206,270000,0.008575,-14152,-1017,-2034,-4665,1,2,10
137369,0,0,315000,645903,51030,598500,0.016612,-22237,-201,-5793,-4658,1,2,18
137370,0,0,360000,521280,25078.5,450000,0.006629,-19279,365243,-358,-2163,0,2,15
137371,0,1,270000,2517300,66532.5,2250000,0.04622,-14037,-4327,-327,-4750,0,1,10
137372,1,0,45000,568800,16758,450000,0.025164,-21077,365243,-6235,-4534,0,2,10
137373,0,0,67500,180000,9000,180000,0.006852,-21612,365243,-12635,-4527,0,3,8
137406,0,3,202500,679500,24070.5,679500,0.019101,-13487,-859,-7109,-4086,1,2,15
137407,1,0,180000,942300,36643.5,675000,0.009657,-18101,-433,-440,-1629,0,2,12
137408,0,0,126000,521280,28408.5,450000,0.006852,-20092,-12256,-4613,-3577,1,3,11
137409,0,1,157500,1065681,44109,904500,0.018029,-16752,365243,-4691,-304,0,3,5
137410,0,2,292500,485190,24903,405000,0.010966,-11296,-3284,-3700,-3784,0,2,9
137411,0,3,112500,450000,29299.5,450000,0.031329,-12802,-2499,-1298,-1545,1,2,14
137412,1,0,157500,553806,23593.5,495000,0.010147,-18108,-1168,-11969,-1596,0,2,11
137413,0,0,315000,775327.5,35167.5,693000,0.010032,-18326,-1998,-2282,-1879,0,2,5
137414,0,0,157500,521280,26649,450000,0.0228,-21022,-3947,-6885,-4289,1,2,14
137415,1,0,225000,1166724,34245,913500,0.035792,-18640,-3761,-10415,-2188,0,2,10
137416,0,2,112500,256765.5,20583,229500,0.031329,-16148,-2117,-1506,-2044,0,2,7
137417,0,1,135000,218016,17352,180000,0.00733,-13901,-1564,-2665,-2668,0,2,13
137470,0,0,144000,440784,32202,360000,0.019101,-8689,-1320,-2869,-1368,0,2,17
137471,1,2,94500,172512,9162,144000,0.003813,-15008,-3277,-771,-4090,1,2,6
137472,0,2,202500,640080,31261.5,450000,0.035792,-13697,-1541,-2050,-5605,0,2,14
137486,0,0,81000,286704,12276,247500,0.031329,-23084,365243,-14266,-4370,0,2,10
137487,1,0,112500,521280,27423,450000,0.006852,-8754,-509,-2902,-1402,1,3,5
137488,0,0,72000,463500,17784,463500,0.00712,-17391,-373,-9751,-932,1,2,11
137499,1,0,180000,474048,25843.5,360000,0.020713,-11634,-756,-1505,-3829,0,3,11
137500,0,2,180000,2013840,53253,1800000,0.04622,-11033,-194,-1131,-3275,0,1,19
137501,0,0,306000,935640,91278,900000,0.018634,-15082,-1952,-1597,-1687,1,2,12
137510,0,0,135000,979992,28782,702000,0.010556,-16901,-3084,-10097,-440,0,3,10
137511,0,0,202500,900000,26316,900000,0.0105,-14796,-761,-3275,-5095,0,3,9
137512,1,1,315000,1113840,57001.5,900000,0.006305,-16062,-3995,-6950,-4348,0,3,7
137513,0,0,157500,468000,22513.5,468000,0.01452,-10747,-817,-4612,-3328,0,2,9
137514,0,0,180000,390960,20092.5,337500,0.072508,-20850,365243,-778,-1330,0,1,12
137516,0,0,67500,337500,16875,337500,0.018029,-23261,365243,-1975,-4966,0,3,8
137517,0,2,225000,394303.5,31743,337500,0.006207,-15008,-6160,-1372,-4378,0,2,17
137518,1,0,67500,521280,25209,450000,0.010643,-22621,365243,-6434,-3739,0,2,13
137519,0,2,270000,2039013,56200.5,1822500,0.002506,-15706,-5642,-2981,-4536,0,2,4
137520,1,0,135000,512064,25033.5,360000,0.010276,-8740,-228,-8154,-1425,0,2,15
137537,0,0,81000,450000,24543,450000,0.031329,-22223,365243,-8838,-4008,0,2,9
137538,1,0,135000,337500,14994,337500,0.015221,-20720,-3142,-3609,-4245,0,2,13
137539,0,0,180000,219870,8505,157500,0.020713,-16170,-1183,-1089,-2701,0,3,12
137540,0,0,315000,757597.5,44424,702000,0.025164,-16411,-650,-2649,-5215,0,2,16
137564,1,1,90000,282690,15462,202500,0.008019,-13016,-252,-2533,-4741,0,2,17
137565,0,2,180000,173092.5,14008.5,157500,0.008474,-11012,-2121,-434,-2495,0,2,15
137566,1,0,157500,521280,35262,450000,0.018801,-11523,-1046,-881,-1805,0,2,11
137567,0,0,202500,398016,36958.5,360000,0.019101,-21556,-2821,-2100,-4196,1,2,11
137568,0,0,54000,299772,14103,247500,0.020246,-14709,-1165,-4474,-4989,0,3,7
137608,0,0,76500,98910,7164,90000,0.0105,-18367,-1202,-8533,-1599,1,3,14
137609,1,0,41400,324000,15232.5,324000,0.0228,-20226,365243,-6209,-3708,0,2,10
137610,0,0,202500,1255680,38070,1125000,0.018029,-21196,-419,-7325,-4675,1,3,11
137611,0,2,81000,462195,31396.5,351000,0.02461,-10253,-572,-4592,-1966,0,2,11
137612,0,0,225000,634482,18679.5,454500,0.030755,-21697,365243,-10990,-4421,0,2,9
137613,0,0,112500,284400,16456.5,225000,0.018634,-24392,365243,-1486,-4853,0,2,13
137615,1,0,135000,474048,25843.5,360000,0.014464,-17579,-1904,-7979,-1126,1,2,9
137616,0,0,126000,180000,12159,180000,0.028663,-17719,-3418,-11741,-1259,0,2,13
137617,0,0,157500,248760,26919,225000,0.04622,-10307,-681,-5105,-2970,0,1,13
137618,0,0,175500,1026000,29997,1026000,0.04622,-17605,-5428,-11476,-1156,0,1,14
137619,0,2,157500,312768,16096.5,270000,0.018634,-13834,-1630,-7868,-1824,0,2,16
137620,0,0,99000,675000,26770.5,675000,0.035792,-19779,-4931,-5742,-3323,1,2,10
137621,1,1,157500,640080,29839.5,450000,0.00963,-11111,-1645,-1020,-20,0,2,16
137622,0,0,180000,770913,22671,643500,0.00733,-23134,365243,-11260,-4114,0,2,16
137623,0,0,135000,1546020,45333,1350000,0.009334,-14853,-5945,-4958,-4734,1,2,12
137625,1,0,270000,763870.5,33777,607500,0.032561,-17927,-8553,-9551,-1291,0,1,11
137626,0,1,112500,180000,9000,180000,0.018209,-9566,-339,-2986,-2254,0,3,13
137627,0,0,202500,729792,39591,630000,0.04622,-16763,-993,-3428,-319,0,1,10
137628,1,1,90000,269550,21739.5,225000,0.007274,-13316,-907,-1779,-4349,0,2,10
137642,0,0,99000,284400,17527.5,225000,0.022625,-17991,-3583,-4329,-1550,0,2,12
137643,0,0,112500,509400,32683.5,450000,0.0228,-12044,-425,-2950,-1771,0,2,12
137644,1,0,180000,452385,29583,373500,0.008474,-10939,-3075,-2999,-3166,0,2,11
137645,0,1,202500,1288350,37800,1125000,0.006629,-18522,-1768,-1318,-156,1,2,10
137660,1,1,135000,495000,39816,495000,0.007305,-10646,-807,-2917,-3121,1,3,14
137661,0,1,184500,500490,48888,450000,0.00712,-17514,-4252,-10026,-1067,0,2,10
137662,1,1,90000,291384,23008.5,270000,0.030755,-14508,-118,-5271,-5964,0,2,12
137663,0,1,180000,270000,13500,270000,0.028663,-14109,-6292,-2650,-4214,0,2,11
137664,0,1,247500,1260000,34780.5,1260000,0.01452,-17136,-3997,-8919,-684,0,2,16
137665,0,0,135000,382500,19125,382500,0.010643,-15797,-2081,-753,-2602,1,2,12
137666,1,1,180000,371245.5,17307,261000,0.010032,-10999,-1045,-2573,-2974,0,2,4
137667,0,1,110250,127350,12726,112500,0.010966,-14689,-1397,-7409,-4459,0,2,11
137668,0,2,130500,225000,9540,225000,0.01452,-16562,-8017,-5133,-125,0,2,14
137669,1,0,400500,612612,29470.5,495000,0.04622,-15157,-3905,-6093,-4062,1,1,10
137670,0,1,112500,283419,16398,234000,0.006207,-17231,-79,-8288,-768,1,2,16
137679,0,0,112500,225000,17775,225000,0.026392,-11290,-3031,-3000,-657,1,2,12
137680,1,0,51750,197505,6138,148500,0.018801,-23623,365243,-5136,-1053,0,2,15
137681,0,2,135000,1125000,36292.5,1125000,0.018029,-18087,-2770,-1358,-1527,1,3,9
137682,0,1,135000,254700,25321.5,225000,0.003069,-15985,-2171,-5259,-919,0,3,14
137683,0,0,450000,298512,31801.5,270000,0.018801,-10232,-1648,-105,-267,0,2,8
137684,0,3,225000,675000,31279.5,675000,0.0228,-18266,-1009,-7399,-1761,0,2,13
137685,0,1,112500,310500,8320.5,310500,0.016612,-12205,-1358,-1648,-1602,0,2,16
137686,1,1,112500,407520,32328,360000,0.035792,-15497,-623,-8164,-2453,1,2,9
137706,1,0,270000,331834.5,17374.5,252000,0.009657,-17018,-2612,-1349,-368,0,2,10
137707,0,1,180000,288562.5,31207.5,261000,0.018801,-11117,-916,-1206,-3187,0,2,6
137708,1,0,90000,180000,9000,180000,0.008625,-11927,-1260,-511,-2652,0,2,13
137709,0,0,121500,360000,18000,360000,0.015221,-22341,365243,-9234,-4667,0,2,8
137727,1,1,135000,408330,20979,292500,0.006296,-13199,-3891,-1903,-3898,0,3,12
137728,0,0,180000,851778,25033.5,711000,0.010556,-19681,-2296,-2884,-3234,0,3,12
137729,0,0,121500,343800,13090.5,225000,0.015221,-15214,-4519,-7760,-4806,1,2,9
137730,0,0,405000,592560,35937,450000,0.072508,-23257,365243,-13431,-5613,0,1,13
137731,0,0,360000,727785,23476.5,607500,0.009175,-21045,365243,-7535,-4543,0,2,14
137732,1,0,45000,215640,8118,180000,0.011657,-24043,365243,-74,-4002,0,1,11
137733,1,0,157500,167895,18211.5,157500,0.010147,-10639,-3046,-9745,-634,1,2,15
137746,0,0,157500,900000,23742,900000,0.00733,-7782,-1044,-7775,-449,0,2,15
137748,1,2,157500,597024,38155.5,540000,0.014464,-12187,-3289,-64,-1814,1,2,2
137749,0,0,112500,191880,18819,180000,0.002042,-18735,-2042,-1593,-2255,1,3,16
137758,0,1,202500,450000,21109.5,450000,0.026392,-11342,-1101,-4553,-3277,0,2,15
137759,1,1,180000,339241.5,16627.5,238500,0.005313,-15157,-1528,-4900,-4848,0,2,14
137760,0,0,90000,675000,34596,675000,0.026392,-19207,-1998,-6532,-2487,1,2,10
137784,1,0,81000,220500,14863.5,220500,0.015221,-9847,-1718,-275,-2193,0,2,13
137785,0,0,90000,231813,18333,193500,0.015221,-12168,-115,-6284,-3231,1,2,8
137786,1,1,247500,755190,36459,675000,0.019689,-13504,-909,-3563,-4327,0,2,12
137787,1,0,270000,442062,22698,369000,0.007274,-19803,-2670,-8187,-3168,0,2,17
137788,0,0,157500,315000,31153.5,315000,0.030755,-21839,-4784,-8992,-4588,0,2,15
137789,0,2,202500,450000,21888,450000,0.035792,-12856,-2334,-2042,-3579,1,2,18
137790,0,0,270000,1451047.5,55399.5,1354500,0.005144,-19780,-735,-3396,-3265,0,2,10
137791,0,0,112500,709866,19651.5,508500,0.020713,-8408,-1698,-3122,-798,0,3,9
137792,0,0,135000,247500,12375,247500,0.006305,-15775,-1617,-8254,-2372,0,3,4
137793,0,1,45000,261288,9981,171000,0.010147,-15189,-540,-5088,-4571,0,2,12
137794,0,1,157500,450000,22500,450000,0.01885,-17602,365243,-5923,-1149,0,2,12
137795,1,0,144000,675000,19867.5,675000,0.003541,-20420,365243,-9172,-3875,0,1,14
137797,0,0,270000,1467612,62311.5,1350000,0.025164,-23429,365243,-3786,-4685,0,2,16
137798,0,0,301500,1293502.5,41854.5,1129500,0.04622,-12555,-508,-2581,-3500,0,1,12
137799,0,0,76500,101880,5818.5,90000,0.0105,-23195,365243,-12343,-4782,0,3,9
137800,1,0,191250,284400,10345.5,225000,0.018634,-18433,-643,-9033,-1981,0,2,13
137812,1,2,900000,967500,31972.5,967500,0.018209,-12298,-4469,-1289,-1301,0,3,14
137813,0,0,180000,397017,19228.5,301500,0.011657,-21243,365243,-9545,-4757,0,1,15
137814,1,1,162000,276277.5,12933,238500,0.011703,-15813,-1608,-9925,-4855,0,2,11
137837,1,0,112500,545040,26509.5,450000,0.00963,-10005,-1027,-4637,-2600,1,2,17
137838,0,0,85500,253737,26775,229500,0.010147,-16424,-352,-402,-4924,0,2,17
137839,0,0,67500,117162,12433.5,103500,0.010032,-14340,365243,-942,-717,0,2,9
137840,0,0,112500,900000,34281,900000,0.030755,-18854,-3693,-3698,-2053,0,2,14
137841,0,0,247500,700830,27153,585000,0.022625,-17924,-4603,-3705,-1465,0,2,13
137858,0,0,99000,135000,6750,135000,0.026392,-7742,-411,-6237,-434,0,2,16
137859,0,0,67500,180000,9000,180000,0.04622,-23169,365243,-4742,-6097,0,1,10
137860,1,0,229500,481500,24714,481500,0.006671,-11376,-537,-5700,-1084,0,2,20
137861,1,0,112500,188685,14238,157500,0.007305,-15929,-3470,-9874,-4500,1,3,10
137863,0,0,360000,729792,24115.5,630000,0.010032,-16384,-4794,-4595,-4588,0,2,13
137864,0,0,157500,755190,38686.5,675000,0.018209,-15953,-6341,-6433,-4414,0,3,15
137903,1,0,121500,958500,28156.5,958500,0.028663,-21861,365243,-98,-1170,0,2,7
137904,0,0,135000,143910,14364,135000,0.010032,-17955,-107,-6476,-1509,0,2,7
137905,0,2,130500,849415.5,40995,697500,0.010032,-11568,-1294,-7566,-187,0,2,2
137916,1,1,63000,117162,12748.5,103500,0.016612,-18897,-2702,-2717,-2425,1,2,15
137925,0,0,72000,521280,36409.5,450000,0.019101,-22082,365243,-4627,-4805,0,2,15
137926,1,1,450000,961146,28233,688500,0.003122,-14315,-3287,-5748,-3760,0,3,15
137927,0,1,900000,1350000,67500,1350000,0.018209,-13895,-2742,-5865,-5999,0,3,12
137928,0,2,225000,643585.5,44923.5,607500,0.006008,-17479,-3843,-6495,-888,0,2,11
137957,1,0,135000,601470,30838.5,450000,0.035792,-23467,365243,-1080,-5091,0,2,14
137958,0,0,157500,521280,31500,450000,0.00712,-17486,-2063,-9549,-1045,0,2,11
137959,0,2,90000,552555,30105,477000,0.019101,-12752,-1012,-2949,-4376,0,2,9
137974,0,0,180000,1436850,46480.5,1125000,0.016612,-21426,-4350,-10622,-4696,0,2,11
137975,1,0,90000,675000,34465.5,675000,0.022625,-12052,-22,-874,-3351,0,2,17
137976,0,2,135000,808650,26217,675000,0.020713,-15366,-682,-5567,-4760,1,3,7
137978,0,0,225000,956574,48969,855000,0.035792,-10087,-1749,-1169,-2712,0,2,9
137979,0,2,112500,254700,26874,225000,0.006296,-13759,-1980,-370,-3302,0,3,14
137980,0,1,1125000,1024740,52452,900000,0.008575,-16616,-1624,-1635,-138,0,2,14
137981,0,0,180000,95940,9472.5,90000,0.006629,-20326,-10982,-5450,-3169,0,2,11
137982,1,0,360000,1078200,38331,900000,0.00963,-14510,-1872,-2897,-4443,0,2,15
137983,0,0,202500,585000,28143,585000,0.018209,-16156,-1608,-279,-404,0,3,15
137984,1,0,135000,643500,18814.5,643500,0.018029,-23499,365243,-4327,-1303,0,3,6
137985,0,0,135000,924858,61731,873000,0.035792,-20624,-4522,-8756,-3594,0,2,10
137986,1,0,135000,1078200,31653,900000,0.006233,-15654,-1295,-7076,-4367,0,2,16
137987,0,0,67500,193500,8653.5,193500,0.028663,-23635,365243,-962,-4771,0,2,14
138001,0,0,117000,870984,34672.5,778500,0.007305,-23582,365243,-2593,-4246,0,3,9
138002,0,0,900000,1306107,124141.5,1237500,0.035792,-20022,-3036,-8679,-3431,0,2,13
138003,1,0,112500,558855,44284.5,477000,0.020713,-10584,-2701,-2906,-3154,0,3,9
138004,0,1,175500,1040985,30568.5,909000,0.00712,-16358,-1519,-7328,-4774,0,2,12
138005,1,1,157500,808650,31464,675000,0.010556,-10615,-2481,-5213,-2525,1,3,11
138009,0,0,135000,433057.5,23490,324000,0.018801,-21749,365243,-12234,-5050,0,2,6
138010,0,2,121500,284400,13257,225000,0.00702,-13708,-1153,-728,-620,0,2,17
138011,0,0,81000,427450.5,15970.5,369000,0.01885,-24190,365243,-330,-4540,0,2,13
138012,0,1,270000,1081179,43006.5,927000,0.010276,-16263,-649,-8848,-3906,0,2,17
138013,0,0,103500,364896,19102.5,315000,0.011657,-15300,-1680,-3418,-3406,1,1,18
138014,0,0,180000,1223010,48501,1125000,0.019689,-9792,-2869,-4631,-1856,1,2,12
138015,1,0,225000,469152,17383.5,405000,0.016612,-20551,-12650,-14274,-1539,0,2,15
138016,0,0,108000,360000,28440,360000,0.01452,-10111,-552,-4916,-2775,0,2,8
138017,1,1,180000,1006920,45630,900000,0.020246,-15875,-1432,-618,-4537,0,3,7
138018,0,0,112500,314100,16164,225000,0.009549,-15138,-2449,-2703,-4248,0,2,10
138020,0,0,112500,742500,21838.5,742500,0.01452,-18268,-1222,-9722,-1737,0,2,8
138023,0,0,90000,474363,24966,409500,0.005084,-16645,-1175,-4441,-92,0,2,11
138024,0,0,135000,278460,20947.5,225000,0.014464,-18447,-2847,-3496,-1914,0,2,4
138026,1,0,161307,157500,6412.5,157500,0.018801,-10974,-1815,-4587,-3166,1,2,11
138027,1,0,112500,366768,29106,324000,0.005313,-13486,-461,-7498,-3869,0,2,11
138041,0,0,315000,971280,54364.5,900000,0.04622,-16458,-842,-1722,-8,0,1,16
138042,1,0,157500,326439,11853,229500,0.008019,-17580,-185,-2622,-1099,0,2,14
138043,0,0,135000,1113840,44302.5,900000,0.003818,-17478,-1182,-1651,-1014,1,2,2
138045,0,0,112500,56034,6165,49500,0.002042,-22937,365243,-5095,-5105,0,3,9
138047,1,0,225000,560664,18216,468000,0.01885,-18111,-1124,-10256,-1653,0,2,13
138048,0,0,157500,204768,11884.5,162000,0.010276,-22538,365243,-9229,-3999,0,2,10
138049,0,2,90000,592560,35937,450000,0.035792,-12778,-2107,-1225,-2834,0,2,11
138058,0,0,76500,454500,14661,454500,0.00733,-15863,-148,-8891,-3983,1,2,10
138059,1,0,157500,276277.5,15115.5,238500,0.035792,-13409,-2386,-7504,-3867,0,2,16
138060,0,1,130500,643500,24934.5,643500,0.022625,-10498,-1724,-4519,-3141,1,2,13
138061,0,0,337500,2316010.5,70348.5,2115000,0.04622,-16469,-2992,-4070,-16,0,1,16
138070,1,0,56250,1288350,37795.5,1125000,0.018634,-22932,365243,-11557,-4389,0,2,14
138071,0,0,67500,675000,24799.5,675000,0.0105,-10283,-3625,-1707,-316,0,3,16
138080,0,0,67500,495000,21933,495000,0.026392,-23282,365243,-10380,-4521,0,2,13
138081,0,0,67500,254700,14751,225000,0.031329,-23909,365243,-10822,-4177,0,2,10
